URL,hub,mc_principal,current_title,current_meta,new_title,new_title_len,new_meta,new_meta_len,h1_suggested,statut,priorite
https://www.crazy-evg.com/activity-category/saut-elastique-evg,Saut Elastique,evg saut élastique,Saut à l'élastique| Activité EVG | Crazy-EVG,"Pour un enterrement de vie de garçon, faites l'expérience d'un saut à l'élastique. Faites vivre au marié un saut dans el vide pour son EVG.",Saut à l'élastique EVG : grand saut entre potes | Crazy-EVG,59,"EVG saut à l'élastique : grand saut depuis un pont ou une grue, encadrement pro. 4 destinations. Adrénaline maximum pour son enterrement.",137,Saut à l'élastique EVG,,P2 - Sleeping giant
https://www.crazy-evg.com/activity-category/sexy-combat-evg,Sexy Combat,combat sexy,#N/A,#N/A,Combat sexy EVG : lutte avec stripteaseuses | Crazy-EVG,55,Combat sexy EVG : combat fun face à des stripteaseuses dans un ring privatisé. Une animation unique pour un enterrement de vie de garçon.,137,Combat sexy EVG,Optimisée,P2 - Sleeping giant
https://www.crazy-evg.com/activity-category/chute-libre-evg,Chute Libre,chute libre evg,Chute libre | Activité EVG | Crazy-EVG,"Pour votre enterrement de vie de garçon, faites l'expérience d'une simultaiton de chute libre dans les airs. N'ayez pas peur, faites le grand saut pour votre EVG.",Chute libre EVG : simulateur en soufflerie | Crazy-EVG,54,"Chute libre EVG : simulateur indoor en soufflerie, sensation de saut en parachute en toute sécurité. 7 destinations. Idéal pour son enterrement.",144,Chute libre indoor EVG,,P2 - Sleeping giant
https://www.crazy-evg.com/activity-category/paintball-evg,Paintball,paintball evg,#N/A,#N/A,Paintball EVG : combat tactique entre potes | Crazy-EVG,55,"Paintball EVG : combat sur terrain privatisé, équipement complet, billes incluses. 22 destinations. Le grand classique de l'enterrement de garçon.",146,Paintball EVG,Optimisée,P2 - Sleeping giant
https://www.crazy-evg.com/activity-category/laser-game-evg,Laser Game,laser game evg,Laser Game| Activité EVG | Crazy-EVG,"Pour votre enterrement de vie de garçon, venez tester le laser game. C'est une activité top à faire en groupe pour faire un EVG qui restera dans l'histoire.",Laser game EVG : combat laser indoor | Crazy-EVG,48,"Laser game EVG : combat indoor en équipes, 13 destinations. Sans douleur, accessible à tous. Idéal pour démarrer un enterrement de vie de garçon.",145,Laser game EVG,A optimisée,P3 - Cold page
https://www.crazy-evg.com/activity-category/faux-saut-elastique-evg,Faux Saut Elastique,faux saut elastique evg,Faux saut à l'élastique| Activité EVG | Crazy-EVG,"Pour votre enterrement de vie de garçon, faites l'expérience du faux saut à l'élastique. Faites vivre au marié un saut pas comme les autres pour son EVG.",Faux saut à l'élastique EVG : le canular | Crazy-EVG,52,Faux saut à l'élastique EVG : faites croire au futur marié qu'il va sauter dans le vide. Le canular ultime pour son enterrement de vie de garçon.,145,Faux saut à l'élastique EVG,A optimisée,P2 - Sleeping giant
https://www.crazy-evg.com/activity-category/canyoning-evg,Canyoning,evg canyoning,Canyoning | Activité EVG | Crazy-EVG,"Canyoning entre amis pour votre EVG : Fan de sensations fortes et de paysages montagnards ? Alors, l'activité canyoning est fait pour vous.",Canyoning EVG : descente de canyon en groupe | Crazy-EVG,56,"EVG canyoning : descente de canyon, sauts, rappels et toboggans naturels. Encadré par des moniteurs diplômés. 5 destinations, devis 1 min.",138,Canyoning EVG,A optimisée,P3 - Cold page
https://www.crazy-evg.com/activity-category/saut-en-parachute-evg,Saut en Parachute,saut en parachute evg,Saut en parachute | Activité EVG | Crazy-EVG,"Pour un enterrement de vie de garçon, faites l'expérience d'un saut à l'élastique. Vivez la grande expérience du saut en parachute pour un EVG inoubliable",Saut en parachute EVG : tandem à 4000m | Crazy-EVG,50,"Saut en parachute EVG : saut tandem à 4000m, chute libre 50 sec. L'expérience la plus extrême pour un enterrement de vie de garçon. Devis 1 min.",144,Saut en parachute EVG,A optimisée,P3 - Cold page
https://www.crazy-evg.com/activity-category/escape-room-evg,Escape Room,escape game evg,Escape room| Activité EVG | Crazy-EVG,"Pour votre enterrement de vie de garçon, faites l'expérience de l'escape room. Saurez-vous résoudre les énigmes et sortir à temps pour continuer votre EVG ?",Escape game EVG : énigmes en équipe entre potes | Crazy-EVG,59,"Escape game EVG : 60 min pour résoudre les énigmes en équipe. 22 destinations, scénarios variés. Activité idéale en début d'enterrement.",136,Escape game EVG,A optimisée,P3 - Cold page
https://www.crazy-evg.com/activity-category/hydrospeed-evg,Hydrospeed,hydrospeed evg,Hydrospeed | Activité EVG | Crazy-EVG,"Pour votre enterrement de vie de garçon, faites l'expérience de l'hydrospeed. Activité d'EVG pour les fans de sensations fortes, qui aiment être mouillés",Hydrospeed EVG : descente de rivière en flotteur | Crazy-EVG,60,"Hydrospeed EVG : descente de rapides en flotteur individuel, encadré par un guide. Sensations aquatiques fortes pour un enterrement original.",141,Hydrospeed EVG,,P3 - Cold page
https://www.crazy-evg.com/activity-category/rafting-eaux-vives-evg,Rafting Eaux Vives,rafting evg,Rafting | Activité EVG | Crazy-EVG,"Pour un enterrement de vie de garçon, faites l'expérience du rafting. Faites le plein de sensations fortes avec cette activité indispensable pour tout EVG.",Rafting EVG : descente en eaux vives entre potes | Crazy-EVG,60,"Rafting EVG : descente en eaux vives en équipe, encadrée par un moniteur diplômé. 5 destinations. Idéal pour un EVG nature et adrénaline.",137,Rafting EVG,A optimisée,P3 - Cold page
